region_id,make,model,year,registration_count,year_recorded
8,Toyota,Corolla,2016,602,2018
8,Toyota,Corolla,2016,561,2019
8,Toyota,Corolla,2016,629,2020
8,Toyota,Corolla,2016,519,2021
8,Toyota,Corolla,2016,523,2022
8,Toyota,Corolla,2016,531,2023
8,Toyota,Corolla,2010,99,2018
8,Toyota,Corolla,2010,92,2019
8,Toyota,Corolla,2010,77,2020
8,Toyota,Corolla,2010,85,2021
8,Toyota,Corolla,2010,78,2022
8,Toyota,Corolla,2010,83,2023
8,Toyota,RAV4,2013,389,2018
8,Toyota,RAV4,2013,326,2019
8,Toyota,RAV4,2013,317,2020
8,Toyota,RAV4,2013,274,2021
8,Toyota,RAV4,2013,298,2022
8,Toyota,RAV4,2013,246,2023
8,Toyota,RAV4,2017,477,2018
8,Toyota,RAV4,2017,454,2019
8,Toyota,RAV4,2017,386,2020
8,Toyota,RAV4,2017,414,2021
8,Toyota,RAV4,2017,374,2022
8,Toyota,RAV4,2017,358,2023
8,Toyota,RAV4,2012,241,2018
8,Toyota,RAV4,2012,246,2019
8,Toyota,RAV4,2012,219,2020
8,Toyota,RAV4,2012,211,2021
8,Toyota,RAV4,2012,176,2022
8,Toyota,RAV4,2012,204,2023
8,Toyota,Highlander,2012,90,2018
8,Toyota,Highlander,2012,87,2019
8,Toyota,Highlander,2012,71,2020
8,Toyota,Highlander,2012,68,2021
8,Toyota,Highlander,2012,59,2022
8,Toyota,Highlander,2012,60,2023
8,Toyota,Highlander,2023,433,2023
8,Toyota,Highlander,2014,235,2018
8,Toyota,Highlander,2014,206,2019
8,Toyota,Highlander,2014,177,2020
8,Toyota,Highlander,2014,186,2021
8,Toyota,Highlander,2014,178,2022
8,Toyota,Highlander,2014,170,2023
8,Toyota,Tacoma,2016,567,2018
8,Toyota,Tacoma,2016,560,2019
8,Toyota,Tacoma,2016,467,2020
8,Toyota,Tacoma,2016,490,2021
8,Toyota,Tacoma,2016,472,2022
8,Toyota,Tacoma,2016,410,2023
8,Toyota,Tacoma,2018,823,2018
8,Toyota,Tacoma,2018,826,2019
8,Toyota,Tacoma,2018,796,2020
8,Toyota,Tacoma,2018,696,2021
8,Toyota,Tacoma,2018,729,2022
8,Toyota,Tacoma,2018,605,2023
8,Toyota,Tacoma,2013,348,2018
8,Toyota,Tacoma,2013,296,2019
8,Toyota,Tacoma,2013,301,2020
8,Toyota,Tacoma,2013,292,2021
8,Toyota,Tacoma,2013,237,2022
8,Toyota,Tacoma,2013,225,2023
8,Honda,Civic,2013,427,2018
8,Honda,Civic,2013,389,2019
8,Honda,Civic,2013,413,2020
8,Honda,Civic,2013,399,2021
8,Honda,Civic,2013,324,2022
8,Honda,Civic,2013,283,2023
8,Honda,Civic,2017,635,2018
8,Honda,Civic,2017,636,2019
8,Honda,Civic,2017,580,2020
8,Honda,Civic,2017,530,2021
8,Honda,Civic,2017,539,2022
8,Honda,Civic,2017,463,2023
8,Honda,Civic,2015,465,2018
8,Honda,Civic,2015,497,2019
8,Honda,Civic,2015,435,2020
8,Honda,Civic,2015,446,2021
8,Honda,Civic,2015,385,2022
8,Honda,Civic,2015,333,2023
8,Honda,Accord,2023,1162,2023
8,Honda,Accord,2012,348,2018
8,Honda,Accord,2012,280,2019
8,Honda,Accord,2012,283,2020
8,Honda,Accord,2012,258,2021
8,Honda,Accord,2012,245,2022
8,Honda,Accord,2012,268,2023
8,Honda,Accord,2015,256,2018
8,Honda,Accord,2015,278,2019
8,Honda,Accord,2015,270,2020
8,Honda,Accord,2015,237,2021
8,Honda,Accord,2015,199,2022
8,Honda,Accord,2015,198,2023
8,Honda,CR-V,2012,177,2018
8,Honda,CR-V,2012,170,2019
8,Honda,CR-V,2012,141,2020
8,Honda,CR-V,2012,141,2021
8,Honda,CR-V,2012,136,2022
8,Honda,CR-V,2012,133,2023
8,Honda,CR-V,2020,247,2020
8,Honda,CR-V,2020,247,2021
8,Honda,CR-V,2020,240,2022
8,Honda,CR-V,2020,259,2023
8,Honda,CR-V,2017,356,2018
8,Honda,CR-V,2017,351,2019
8,Honda,CR-V,2017,361,2020
8,Honda,CR-V,2017,307,2021
8,Honda,CR-V,2017,321,2022
8,Honda,CR-V,2017,289,2023
8,Honda,Pilot,2011,326,2018
8,Honda,Pilot,2011,297,2019
8,Honda,Pilot,2011,275,2020
8,Honda,Pilot,2011,273,2021
8,Honda,Pilot,2011,255,2022
8,Honda,Pilot,2011,260,2023
8,Honda,Pilot,2016,427,2018
8,Honda,Pilot,2016,415,2019
8,Honda,Pilot,2016,361,2020
8,Honda,Pilot,2016,342,2021
8,Honda,Pilot,2016,350,2022
8,Honda,Pilot,2016,296,2023
8,Honda,Pilot,2021,799,2021
8,Honda,Pilot,2021,782,2022
8,Honda,Pilot,2021,718,2023
8,Honda,Odyssey,2022,689,2022
8,Honda,Odyssey,2022,554,2023
8,Honda,Odyssey,2016,619,2018
8,Honda,Odyssey,2016,593,2019
8,Honda,Odyssey,2016,565,2020
8,Honda,Odyssey,2016,442,2021
8,Honda,Odyssey,2016,457,2022
8,Honda,Odyssey,2016,441,2023
8,Honda,Odyssey,2023,334,2023
8,Ford,F-150,2010,114,2018
8,Ford,F-150,2010,112,2019
8,Ford,F-150,2010,101,2020
8,Ford,F-150,2010,111,2021
8,Ford,F-150,2010,101,2022
8,Ford,F-150,2010,103,2023
8,Ford,F-150,2018,449,2018
8,Ford,F-150,2018,501,2019
8,Ford,F-150,2018,426,2020
8,Ford,F-150,2018,456,2021
8,Ford,F-150,2018,370,2022
8,Ford,F-150,2018,359,2023
8,Ford,F-150,2019,411,2019
8,Ford,F-150,2019,393,2020
8,Ford,F-150,2019,376,2021
8,Ford,F-150,2019,369,2022
8,Ford,F-150,2019,390,2023
8,Ford,Explorer,2012,355,2018
8,Ford,Explorer,2012,375,2019
8,Ford,Explorer,2012,295,2020
8,Ford,Explorer,2012,325,2021
8,Ford,Explorer,2012,250,2022
8,Ford,Explorer,2012,285,2023
8,Ford,Explorer,2015,210,2018
8,Ford,Explorer,2015,216,2019
8,Ford,Explorer,2015,189,2020
8,Ford,Explorer,2015,176,2021
8,Ford,Explorer,2015,180,2022
8,Ford,Explorer,2015,155,2023
8,Ford,Explorer,2020,747,2020
8,Ford,Explorer,2020,751,2021
8,Ford,Explorer,2020,757,2022
8,Ford,Explorer,2020,733,2023
8,Ford,Escape,2022,584,2022
8,Ford,Escape,2022,574,2023
8,Ford,Escape,2016,419,2018
8,Ford,Escape,2016,393,2019
8,Ford,Escape,2016,317,2020
8,Ford,Escape,2016,327,2021
8,Ford,Escape,2016,325,2022
8,Ford,Escape,2016,292,2023
8,Ford,Escape,2017,353,2018
8,Ford,Escape,2017,302,2019
8,Ford,Escape,2017,265,2020
8,Ford,Escape,2017,286,2021
8,Ford,Escape,2017,264,2022
8,Ford,Escape,2017,232,2023
8,Ford,Mustang,2018,351,2018
8,Ford,Mustang,2018,331,2019
8,Ford,Mustang,2018,366,2020
8,Ford,Mustang,2018,341,2021
8,Ford,Mustang,2018,334,2022
8,Ford,Mustang,2018,307,2023
8,Ford,Mustang,2019,344,2019
8,Ford,Mustang,2019,330,2020
8,Ford,Mustang,2019,327,2021
8,Ford,Mustang,2019,287,2022
8,Ford,Mustang,2019,288,2023
8,Ford,Mustang,2012,353,2018
8,Ford,Mustang,2012,313,2019
8,Ford,Mustang,2012,270,2020
8,Ford,Mustang,2012,270,2021
8,Ford,Mustang,2012,255,2022
8,Ford,Mustang,2012,270,2023
8,Ford,Edge,2010,260,2018
8,Ford,Edge,2010,236,2019
8,Ford,Edge,2010,200,2020
8,Ford,Edge,2010,221,2021
8,Ford,Edge,2010,209,2022
8,Ford,Edge,2010,238,2023
8,Ford,Edge,2017,469,2018
8,Ford,Edge,2017,515,2019
8,Ford,Edge,2017,443,2020
8,Ford,Edge,2017,441,2021
8,Ford,Edge,2017,434,2022
8,Ford,Edge,2017,382,2023
8,Ford,Edge,2016,257,2018
8,Ford,Edge,2016,258,2019
8,Ford,Edge,2016,260,2020
8,Ford,Edge,2016,221,2021
8,Ford,Edge,2016,237,2022
8,Ford,Edge,2016,214,2023
8,Chevrolet,Silverado,2022,520,2022
8,Chevrolet,Silverado,2022,479,2023
8,Chevrolet,Silverado,2016,267,2018
8,Chevrolet,Silverado,2016,235,2019
8,Chevrolet,Silverado,2016,235,2020
8,Chevrolet,Silverado,2016,215,2021
8,Chevrolet,Silverado,2016,192,2022
8,Chevrolet,Silverado,2016,210,2023
8,Chevrolet,Silverado,2017,366,2018
8,Chevrolet,Silverado,2017,365,2019
8,Chevrolet,Silverado,2017,328,2020
8,Chevrolet,Silverado,2017,326,2021
8,Chevrolet,Silverado,2017,287,2022
8,Chevrolet,Silverado,2017,319,2023
8,Chevrolet,Equinox,2010,129,2018
8,Chevrolet,Equinox,2010,120,2019
8,Chevrolet,Equinox,2010,117,2020
8,Chevrolet,Equinox,2010,110,2021
8,Chevrolet,Equinox,2010,122,2022
8,Chevrolet,Equinox,2010,118,2023
8,Chevrolet,Equinox,2020,708,2020
8,Chevrolet,Equinox,2020,709,2021
8,Chevrolet,Equinox,2020,584,2022
8,Chevrolet,Equinox,2020,583,2023
8,Chevrolet,Equinox,2016,502,2018
8,Chevrolet,Equinox,2016,514,2019
8,Chevrolet,Equinox,2016,494,2020
8,Chevrolet,Equinox,2016,495,2021
8,Chevrolet,Equinox,2016,412,2022
8,Chevrolet,Equinox,2016,445,2023
8,Chevrolet,Malibu,2017,487,2018
8,Chevrolet,Malibu,2017,427,2019
8,Chevrolet,Malibu,2017,423,2020
8,Chevrolet,Malibu,2017,390,2021
8,Chevrolet,Malibu,2017,373,2022
8,Chevrolet,Malibu,2017,362,2023
8,Chevrolet,Malibu,2015,292,2018
8,Chevrolet,Malibu,2015,300,2019
8,Chevrolet,Malibu,2015,283,2020
8,Chevrolet,Malibu,2015,280,2021
8,Chevrolet,Malibu,2015,226,2022
8,Chevrolet,Malibu,2015,237,2023
8,Chevrolet,Malibu,2014,586,2018
8,Chevrolet,Malibu,2014,506,2019
8,Chevrolet,Malibu,2014,475,2020
8,Chevrolet,Malibu,2014,505,2021
8,Chevrolet,Malibu,2014,423,2022
8,Chevrolet,Malibu,2014,436,2023
8,Chevrolet,Traverse,2013,460,2018
8,Chevrolet,Traverse,2013,438,2019
8,Chevrolet,Traverse,2013,359,2020
8,Chevrolet,Traverse,2013,344,2021
8,Chevrolet,Traverse,2013,324,2022
8,Chevrolet,Traverse,2013,320,2023
8,Chevrolet,Traverse,2016,448,2018
8,Chevrolet,Traverse,2016,386,2019
8,Chevrolet,Traverse,2016,430,2020
8,Chevrolet,Traverse,2016,395,2021
8,Chevrolet,Traverse,2016,387,2022
8,Chevrolet,Traverse,2016,299,2023
8,Chevrolet,Traverse,2019,898,2019
8,Chevrolet,Traverse,2019,873,2020
8,Chevrolet,Traverse,2019,786,2021
8,Chevrolet,Traverse,2019,823,2022
8,Chevrolet,Traverse,2019,674,2023
8,Chevrolet,Tahoe,2018,821,2018
8,Chevrolet,Tahoe,2018,827,2019
8,Chevrolet,Tahoe,2018,874,2020
8,Chevrolet,Tahoe,2018,781,2021
8,Chevrolet,Tahoe,2018,731,2022
8,Chevrolet,Tahoe,2018,762,2023
8,Chevrolet,Tahoe,2012,152,2018
8,Chevrolet,Tahoe,2012,154,2019
8,Chevrolet,Tahoe,2012,137,2020
8,Chevrolet,Tahoe,2012,115,2021
8,Chevrolet,Tahoe,2012,112,2022
8,Chevrolet,Tahoe,2012,118,2023
8,Chevrolet,Tahoe,2017,584,2018
8,Chevrolet,Tahoe,2017,553,2019
8,Chevrolet,Tahoe,2017,522,2020
8,Chevrolet,Tahoe,2017,437,2021
8,Chevrolet,Tahoe,2017,412,2022
8,Chevrolet,Tahoe,2017,456,2023
8,Nissan,Altima,2019,744,2019
8,Nissan,Altima,2019,704,2020
8,Nissan,Altima,2019,702,2021
8,Nissan,Altima,2019,604,2022
8,Nissan,Altima,2019,589,2023
8,Nissan,Altima,2020,960,2020
8,Nissan,Altima,2020,935,2021
8,Nissan,Altima,2020,870,2022
8,Nissan,Altima,2020,900,2023
8,Nissan,Altima,2014,376,2018
8,Nissan,Altima,2014,329,2019
8,Nissan,Altima,2014,292,2020
8,Nissan,Altima,2014,270,2021
8,Nissan,Altima,2014,272,2022
8,Nissan,Altima,2014,238,2023
8,Nissan,Rogue,2018,654,2018
8,Nissan,Rogue,2018,665,2019
8,Nissan,Rogue,2018,604,2020
8,Nissan,Rogue,2018,572,2021
8,Nissan,Rogue,2018,530,2022
8,Nissan,Rogue,2018,563,2023
8,Nissan,Rogue,2023,297,2023
8,Nissan,Rogue,2016,545,2018
8,Nissan,Rogue,2016,451,2019
8,Nissan,Rogue,2016,518,2020
8,Nissan,Rogue,2016,482,2021
8,Nissan,Rogue,2016,394,2022
8,Nissan,Rogue,2016,410,2023
8,Nissan,Sentra,2015,421,2018
8,Nissan,Sentra,2015,429,2019
8,Nissan,Sentra,2015,356,2020
8,Nissan,Sentra,2015,384,2021
8,Nissan,Sentra,2015,342,2022
8,Nissan,Sentra,2015,305,2023
8,Nissan,Sentra,2016,379,2018
8,Nissan,Sentra,2016,323,2019
8,Nissan,Sentra,2016,308,2020
8,Nissan,Sentra,2016,332,2021
8,Nissan,Sentra,2016,305,2022
8,Nissan,Sentra,2016,274,2023
8,Nissan,Sentra,2017,474,2018
8,Nissan,Sentra,2017,542,2019
8,Nissan,Sentra,2017,511,2020
8,Nissan,Sentra,2017,487,2021
8,Nissan,Sentra,2017,408,2022
8,Nissan,Sentra,2017,430,2023
8,Nissan,Pathfinder,2011,238,2018
8,Nissan,Pathfinder,2011,242,2019
8,Nissan,Pathfinder,2011,235,2020
8,Nissan,Pathfinder,2011,183,2021
8,Nissan,Pathfinder,2011,190,2022
8,Nissan,Pathfinder,2011,204,2023
8,Nissan,Pathfinder,2014,183,2018
8,Nissan,Pathfinder,2014,194,2019
8,Nissan,Pathfinder,2014,169,2020
8,Nissan,Pathfinder,2014,184,2021
8,Nissan,Pathfinder,2014,152,2022
8,Nissan,Pathfinder,2014,146,2023
8,Nissan,Pathfinder,2013,306,2018
8,Nissan,Pathfinder,2013,281,2019
8,Nissan,Pathfinder,2013,260,2020
8,Nissan,Pathfinder,2013,239,2021
8,Nissan,Pathfinder,2013,233,2022
8,Nissan,Pathfinder,2013,213,2023
8,Nissan,Frontier,2010,144,2018
8,Nissan,Frontier,2010,140,2019
8,Nissan,Frontier,2010,136,2020
8,Nissan,Frontier,2010,138,2021
8,Nissan,Frontier,2010,140,2022
8,Nissan,Frontier,2010,147,2023
8,Nissan,Frontier,2012,94,2018
8,Nissan,Frontier,2012,92,2019
8,Nissan,Frontier,2012,95,2020
8,Nissan,Frontier,2012,88,2021
8,Nissan,Frontier,2012,70,2022
8,Nissan,Frontier,2012,70,2023
8,Nissan,Frontier,2015,288,2018
8,Nissan,Frontier,2015,234,2019
8,Nissan,Frontier,2015,234,2020
8,Nissan,Frontier,2015,207,2021
8,Nissan,Frontier,2015,209,2022
8,Nissan,Frontier,2015,210,2023
8,BMW,3 Series,2014,353,2018
8,BMW,3 Series,2014,319,2019
8,BMW,3 Series,2014,285,2020
8,BMW,3 Series,2014,315,2021
8,BMW,3 Series,2014,286,2022
8,BMW,3 Series,2014,240,2023
8,BMW,3 Series,2023,869,2023
8,BMW,3 Series,2016,506,2018
8,BMW,3 Series,2016,491,2019
8,BMW,3 Series,2016,485,2020
8,BMW,3 Series,2016,514,2021
8,BMW,3 Series,2016,424,2022
8,BMW,3 Series,2016,422,2023
8,BMW,5 Series,2013,272,2018
8,BMW,5 Series,2013,258,2019
8,BMW,5 Series,2013,233,2020
8,BMW,5 Series,2013,221,2021
8,BMW,5 Series,2013,216,2022
8,BMW,5 Series,2013,193,2023
8,BMW,5 Series,2023,947,2023
8,BMW,5 Series,2015,189,2018
8,BMW,5 Series,2015,162,2019
8,BMW,5 Series,2015,173,2020
8,BMW,5 Series,2015,140,2021
8,BMW,5 Series,2015,146,2022
8,BMW,5 Series,2015,126,2023
8,BMW,X3,2015,100,2018
8,BMW,X3,2015,112,2019
8,BMW,X3,2015,101,2020
8,BMW,X3,2015,97,2021
8,BMW,X3,2015,83,2022
8,BMW,X3,2015,83,2023
8,BMW,X3,2016,287,2018
8,BMW,X3,2016,306,2019
8,BMW,X3,2016,280,2020
8,BMW,X3,2016,285,2021
8,BMW,X3,2016,264,2022
8,BMW,X3,2016,237,2023
8,BMW,X3,2014,487,2018
8,BMW,X3,2014,467,2019
8,BMW,X3,2014,436,2020
8,BMW,X3,2014,397,2021
8,BMW,X3,2014,371,2022
8,BMW,X3,2014,348,2023
8,BMW,X5,2019,305,2019
8,BMW,X5,2019,319,2020
8,BMW,X5,2019,296,2021
8,BMW,X5,2019,306,2022
8,BMW,X5,2019,274,2023
8,BMW,X5,2021,250,2021
8,BMW,X5,2021,236,2022
8,BMW,X5,2021,252,2023
8,BMW,X5,2014,450,2018
8,BMW,X5,2014,412,2019
8,BMW,X5,2014,376,2020
8,BMW,X5,2014,347,2021
8,BMW,X5,2014,345,2022
8,BMW,X5,2014,319,2023
8,BMW,7 Series,2023,606,2023
8,BMW,7 Series,2016,470,2018
8,BMW,7 Series,2016,534,2019
8,BMW,7 Series,2016,428,2020
8,BMW,7 Series,2016,474,2021
8,BMW,7 Series,2016,399,2022
8,BMW,7 Series,2016,419,2023
8,BMW,7 Series,2020,584,2020
8,BMW,7 Series,2020,480,2021
8,BMW,7 Series,2020,473,2022
8,BMW,7 Series,2020,435,2023
8,Mercedes,C-Class,2019,398,2019
8,Mercedes,C-Class,2019,424,2020
8,Mercedes,C-Class,2019,384,2021
8,Mercedes,C-Class,2019,386,2022
8,Mercedes,C-Class,2019,385,2023
8,Mercedes,C-Class,2021,963,2021
8,Mercedes,C-Class,2021,886,2022
8,Mercedes,C-Class,2021,892,2023
8,Mercedes,C-Class,2020,615,2020
8,Mercedes,C-Class,2020,574,2021
8,Mercedes,C-Class,2020,510,2022
8,Mercedes,C-Class,2020,459,2023
8,Mercedes,E-Class,2010,258,2018
8,Mercedes,E-Class,2010,234,2019
8,Mercedes,E-Class,2010,221,2020
8,Mercedes,E-Class,2010,215,2021
8,Mercedes,E-Class,2010,212,2022
8,Mercedes,E-Class,2010,222,2023
8,Mercedes,E-Class,2021,394,2021
8,Mercedes,E-Class,2021,340,2022
8,Mercedes,E-Class,2021,352,2023
8,Mercedes,E-Class,2016,545,2018
8,Mercedes,E-Class,2016,567,2019
8,Mercedes,E-Class,2016,457,2020
8,Mercedes,E-Class,2016,523,2021
8,Mercedes,E-Class,2016,495,2022
8,Mercedes,E-Class,2016,397,2023
8,Mercedes,GLC,2014,309,2018
8,Mercedes,GLC,2014,315,2019
8,Mercedes,GLC,2014,293,2020
8,Mercedes,GLC,2014,267,2021
8,Mercedes,GLC,2014,255,2022
8,Mercedes,GLC,2014,240,2023
8,Mercedes,GLC,2015,535,2018
8,Mercedes,GLC,2015,465,2019
8,Mercedes,GLC,2015,472,2020
8,Mercedes,GLC,2015,422,2021
8,Mercedes,GLC,2015,377,2022
8,Mercedes,GLC,2015,360,2023
8,Mercedes,GLC,2022,372,2022
8,Mercedes,GLC,2022,364,2023
8,Mercedes,GLE,2010,208,2018
8,Mercedes,GLE,2010,208,2019
8,Mercedes,GLE,2010,200,2020
8,Mercedes,GLE,2010,182,2021
8,Mercedes,GLE,2010,215,2022
8,Mercedes,GLE,2010,213,2023
8,Mercedes,GLE,2022,588,2022
8,Mercedes,GLE,2022,492,2023
8,Mercedes,GLE,2012,184,2018
8,Mercedes,GLE,2012,147,2019
8,Mercedes,GLE,2012,163,2020
8,Mercedes,GLE,2012,128,2021
8,Mercedes,GLE,2012,132,2022
8,Mercedes,GLE,2012,133,2023
8,Mercedes,S-Class,2018,216,2018
8,Mercedes,S-Class,2018,185,2019
8,Mercedes,S-Class,2018,178,2020
8,Mercedes,S-Class,2018,168,2021
8,Mercedes,S-Class,2018,168,2022
8,Mercedes,S-Class,2018,169,2023
8,Mercedes,S-Class,2014,279,2018
8,Mercedes,S-Class,2014,250,2019
8,Mercedes,S-Class,2014,268,2020
8,Mercedes,S-Class,2014,243,2021
8,Mercedes,S-Class,2014,204,2022
8,Mercedes,S-Class,2014,204,2023
8,Mercedes,S-Class,2010,152,2018
8,Mercedes,S-Class,2010,149,2019
8,Mercedes,S-Class,2010,115,2020
8,Mercedes,S-Class,2010,141,2021
8,Mercedes,S-Class,2010,140,2022
8,Mercedes,S-Class,2010,125,2023
8,Audi,A4,2016,297,2018
8,Audi,A4,2016,275,2019
8,Audi,A4,2016,237,2020
8,Audi,A4,2016,228,2021
8,Audi,A4,2016,208,2022
8,Audi,A4,2016,200,2023
8,Audi,A4,2023,242,2023
8,Audi,A4,2013,207,2018
8,Audi,A4,2013,183,2019
8,Audi,A4,2013,167,2020
8,Audi,A4,2013,162,2021
8,Audi,A4,2013,141,2022
8,Audi,A4,2013,129,2023
8,Audi,Q5,2023,618,2023
8,Audi,Q5,2015,249,2018
8,Audi,Q5,2015,248,2019
8,Audi,Q5,2015,235,2020
8,Audi,Q5,2015,228,2021
8,Audi,Q5,2015,219,2022
8,Audi,Q5,2015,170,2023
8,Audi,Q5,2021,569,2021
8,Audi,Q5,2021,572,2022
8,Audi,Q5,2021,567,2023
8,Audi,A6,2013,283,2018
8,Audi,A6,2013,266,2019
8,Audi,A6,2013,257,2020
8,Audi,A6,2013,243,2021
8,Audi,A6,2013,206,2022
8,Audi,A6,2013,196,2023
8,Audi,A6,2011,143,2018
8,Audi,A6,2011,136,2019
8,Audi,A6,2011,117,2020
8,Audi,A6,2011,102,2021
8,Audi,A6,2011,110,2022
8,Audi,A6,2011,104,2023
8,Audi,A6,2015,274,2018
8,Audi,A6,2015,277,2019
8,Audi,A6,2015,281,2020
8,Audi,A6,2015,235,2021
8,Audi,A6,2015,213,2022
8,Audi,A6,2015,214,2023
8,Audi,Q7,2017,256,2018
8,Audi,Q7,2017,274,2019
8,Audi,Q7,2017,253,2020
8,Audi,Q7,2017,219,2021
8,Audi,Q7,2017,219,2022
8,Audi,Q7,2017,214,2023
8,Audi,Q7,2023,448,2023
8,Audi,Q7,2022,641,2022
8,Audi,Q7,2022,708,2023
8,Audi,A3,2014,94,2018
8,Audi,A3,2014,97,2019
8,Audi,A3,2014,91,2020
8,Audi,A3,2014,93,2021
8,Audi,A3,2014,85,2022
8,Audi,A3,2014,80,2023
8,Audi,A3,2011,77,2018
8,Audi,A3,2011,76,2019
8,Audi,A3,2011,60,2020
8,Audi,A3,2011,57,2021
8,Audi,A3,2011,63,2022
8,Audi,A3,2011,64,2023
8,Audi,A3,2015,370,2018
8,Audi,A3,2015,332,2019
8,Audi,A3,2015,294,2020
8,Audi,A3,2015,302,2021
8,Audi,A3,2015,256,2022
8,Audi,A3,2015,280,2023
8,Kia,Sorento,2023,339,2023
8,Kia,Sorento,2018,296,2018
8,Kia,Sorento,2018,317,2019
8,Kia,Sorento,2018,297,2020
8,Kia,Sorento,2018,310,2021
8,Kia,Sorento,2018,273,2022
8,Kia,Sorento,2018,279,2023
8,Kia,Sorento,2016,321,2018
8,Kia,Sorento,2016,337,2019
8,Kia,Sorento,2016,281,2020
8,Kia,Sorento,2016,266,2021
8,Kia,Sorento,2016,288,2022
8,Kia,Sorento,2016,258,2023
8,Kia,Soul,2022,1210,2022
8,Kia,Soul,2022,1097,2023
8,Kia,Soul,2016,311,2018
8,Kia,Soul,2016,348,2019
8,Kia,Soul,2016,287,2020
8,Kia,Soul,2016,303,2021
8,Kia,Soul,2016,259,2022
8,Kia,Soul,2016,257,2023
8,Kia,Soul,2019,318,2019
8,Kia,Soul,2019,315,2020
8,Kia,Soul,2019,262,2021
8,Kia,Soul,2019,255,2022
8,Kia,Soul,2019,241,2023
8,Kia,Forte,2013,224,2018
8,Kia,Forte,2013,215,2019
8,Kia,Forte,2013,239,2020
8,Kia,Forte,2013,188,2021
8,Kia,Forte,2013,172,2022
8,Kia,Forte,2013,163,2023
8,Kia,Forte,2010,146,2018
8,Kia,Forte,2010,128,2019
8,Kia,Forte,2010,106,2020
8,Kia,Forte,2010,114,2021
8,Kia,Forte,2010,118,2022
8,Kia,Forte,2010,129,2023
8,Kia,Forte,2023,377,2023
8,Kia,Sportage,2018,367,2018
8,Kia,Sportage,2018,380,2019
8,Kia,Sportage,2018,373,2020
8,Kia,Sportage,2018,308,2021
8,Kia,Sportage,2018,315,2022
8,Kia,Sportage,2018,307,2023
8,Kia,Sportage,2010,137,2018
8,Kia,Sportage,2010,113,2019
8,Kia,Sportage,2010,120,2020
8,Kia,Sportage,2010,100,2021
8,Kia,Sportage,2010,113,2022
8,Kia,Sportage,2010,109,2023
8,Kia,Sportage,2012,199,2018
8,Kia,Sportage,2012,203,2019
8,Kia,Sportage,2012,207,2020
8,Kia,Sportage,2012,192,2021
8,Kia,Sportage,2012,155,2022
8,Kia,Sportage,2012,164,2023
8,Kia,Telluride,2012,361,2018
8,Kia,Telluride,2012,307,2019
8,Kia,Telluride,2012,319,2020
8,Kia,Telluride,2012,311,2021
8,Kia,Telluride,2012,266,2022
8,Kia,Telluride,2012,254,2023
8,Kia,Telluride,2011,314,2018
8,Kia,Telluride,2011,307,2019
8,Kia,Telluride,2011,274,2020
8,Kia,Telluride,2011,246,2021
8,Kia,Telluride,2011,260,2022
8,Kia,Telluride,2011,268,2023
8,Kia,Telluride,2010,233,2018
8,Kia,Telluride,2010,234,2019
8,Kia,Telluride,2010,206,2020
8,Kia,Telluride,2010,221,2021
8,Kia,Telluride,2010,190,2022
8,Kia,Telluride,2010,203,2023
8,Hyundai,Elantra,2017,471,2018
8,Hyundai,Elantra,2017,417,2019
8,Hyundai,Elantra,2017,476,2020
8,Hyundai,Elantra,2017,395,2021
8,Hyundai,Elantra,2017,385,2022
8,Hyundai,Elantra,2017,375,2023
8,Hyundai,Elantra,2015,327,2018
8,Hyundai,Elantra,2015,318,2019
8,Hyundai,Elantra,2015,298,2020
8,Hyundai,Elantra,2015,263,2021
8,Hyundai,Elantra,2015,231,2022
8,Hyundai,Elantra,2015,210,2023
8,Hyundai,Elantra,2010,201,2018
8,Hyundai,Elantra,2010,179,2019
8,Hyundai,Elantra,2010,162,2020
8,Hyundai,Elantra,2010,172,2021
8,Hyundai,Elantra,2010,159,2022
8,Hyundai,Elantra,2010,164,2023
8,Hyundai,Santa Fe,2018,334,2018
8,Hyundai,Santa Fe,2018,313,2019
8,Hyundai,Santa Fe,2018,292,2020
8,Hyundai,Santa Fe,2018,257,2021
8,Hyundai,Santa Fe,2018,291,2022
8,Hyundai,Santa Fe,2018,272,2023
8,Hyundai,Santa Fe,2014,283,2018
8,Hyundai,Santa Fe,2014,248,2019
8,Hyundai,Santa Fe,2014,264,2020
8,Hyundai,Santa Fe,2014,222,2021
8,Hyundai,Santa Fe,2014,223,2022
8,Hyundai,Santa Fe,2014,181,2023
8,Hyundai,Santa Fe,2022,400,2022
8,Hyundai,Santa Fe,2022,354,2023
8,Hyundai,Tucson,2018,469,2018
8,Hyundai,Tucson,2018,429,2019
8,Hyundai,Tucson,2018,449,2020
8,Hyundai,Tucson,2018,417,2021
8,Hyundai,Tucson,2018,373,2022
8,Hyundai,Tucson,2018,349,2023
8,Hyundai,Tucson,2016,610,2018
8,Hyundai,Tucson,2016,556,2019
8,Hyundai,Tucson,2016,534,2020
8,Hyundai,Tucson,2016,465,2021
8,Hyundai,Tucson,2016,448,2022
8,Hyundai,Tucson,2016,415,2023
8,Hyundai,Tucson,2019,287,2019
8,Hyundai,Tucson,2019,270,2020
8,Hyundai,Tucson,2019,232,2021
8,Hyundai,Tucson,2019,230,2022
8,Hyundai,Tucson,2019,209,2023
