region_id,type_id,registration_count,year_recorded
8,101,693,2020
8,101,560,2021
8,101,630,2022
8,101,551,2023
8,102,490,2018
8,102,423,2019
8,102,397,2020
8,102,434,2021
8,102,405,2022
8,102,392,2023
8,103,175,2018
8,103,163,2019
8,103,176,2020
8,103,139,2021
8,103,153,2022
8,103,136,2023
8,104,113,2018
8,104,96,2019
8,104,85,2020
8,104,90,2021
8,104,89,2022
8,104,81,2023
8,105,717,2020
8,105,667,2021
8,105,644,2022
8,105,630,2023
8,106,580,2020
8,106,532,2021
8,106,533,2022
8,106,516,2023
8,107,129,2018
8,107,113,2019
8,107,109,2020
8,107,105,2021
8,107,116,2022
8,107,103,2023
8,108,226,2018
8,108,210,2019
8,108,177,2020
8,108,177,2021
8,108,153,2022
8,108,143,2023
8,109,519,2018
8,109,523,2019
8,109,483,2020
8,109,427,2021
8,109,383,2022
8,109,412,2023
8,110,291,2018
8,110,310,2019
8,110,305,2020
8,110,254,2021
8,110,261,2022
8,110,236,2023
8,111,482,2019
8,111,449,2020
8,111,496,2021
8,111,484,2022
8,111,473,2023
8,112,74,2018
8,112,61,2019
8,112,58,2020
8,112,63,2021
8,112,64,2022
8,112,63,2023
8,113,679,2019
8,113,707,2020
8,113,665,2021
8,113,646,2022
8,113,644,2023
8,114,349,2018
8,114,290,2019
8,114,300,2020
8,114,300,2021
8,114,274,2022
8,114,265,2023
8,115,465,2018
8,115,507,2019
8,115,430,2020
8,115,444,2021
8,115,382,2022
8,115,391,2023
8,116,849,2023
8,117,662,2020
8,117,630,2021
8,117,549,2022
8,117,490,2023
8,118,320,2021
8,118,305,2022
8,118,279,2023
8,119,444,2022
8,119,442,2023
8,120,611,2020
8,120,601,2021
8,120,639,2022
8,120,533,2023
8,121,922,2021
8,121,875,2022
8,121,879,2023
8,122,422,2018
8,122,421,2019
8,122,404,2020
8,122,389,2021
8,122,388,2022
8,122,325,2023
8,123,463,2022
8,123,454,2023
8,124,570,2018
8,124,563,2019
8,124,579,2020
8,124,484,2021
8,124,484,2022
8,124,446,2023
8,125,311,2018
8,125,257,2019
8,125,259,2020
8,125,211,2021
8,125,193,2022
8,125,215,2023
8,126,493,2018
8,126,448,2019
8,126,449,2020
8,126,411,2021
8,126,422,2022
8,126,440,2023
8,127,790,2020
8,127,739,2021
8,127,740,2022
8,127,732,2023
8,128,366,2018
8,128,356,2019
8,128,323,2020
8,128,299,2021
8,128,268,2022
8,128,313,2023
8,129,485,2018
8,129,506,2019
8,129,497,2020
8,129,453,2021
8,129,410,2022
8,129,344,2023
8,130,432,2018
8,130,397,2019
8,130,373,2020
8,130,385,2021
8,130,337,2022
8,130,322,2023
8,131,393,2018
8,131,328,2019
8,131,295,2020
8,131,315,2021
8,131,279,2022
8,131,278,2023
8,132,1088,2019
8,132,909,2020
8,132,1002,2021
8,132,957,2022
8,132,797,2023
8,133,1128,2021
8,133,984,2022
8,133,885,2023
8,134,868,2022
8,134,791,2023
8,135,310,2018
8,135,293,2019
8,135,253,2020
8,135,244,2021
8,135,233,2022
8,135,226,2023
8,136,705,2021
8,136,712,2022
8,136,631,2023
8,137,145,2018
8,137,141,2019
8,137,135,2020
8,137,112,2021
8,137,112,2022
8,137,110,2023
8,138,617,2018
8,138,583,2019
8,138,496,2020
8,138,452,2021
8,138,461,2022
8,138,421,2023
8,139,1288,2023
8,140,877,2018
8,140,779,2019
8,140,796,2020
8,140,812,2021
8,140,648,2022
8,140,636,2023
8,141,412,2018
8,141,413,2019
8,141,392,2020
8,141,337,2021
8,141,359,2022
8,141,299,2023
8,142,203,2018
8,142,202,2019
8,142,181,2020
8,142,200,2021
8,142,192,2022
8,142,202,2023
8,143,146,2018
8,143,138,2019
8,143,137,2020
8,143,133,2021
8,143,132,2022
8,143,105,2023
8,144,488,2018
8,144,482,2019
8,144,498,2020
8,144,421,2021
8,144,418,2022
8,144,361,2023
8,145,380,2018
8,145,392,2019
8,145,343,2020
8,145,283,2021
8,145,267,2022
8,145,264,2023
8,146,398,2018
8,146,391,2019
8,146,364,2020
8,146,314,2021
8,146,329,2022
8,146,268,2023
8,147,298,2018
8,147,290,2019
8,147,288,2020
8,147,262,2021
8,147,232,2022
8,147,242,2023
8,148,262,2018
8,148,262,2019
8,148,239,2020
8,148,253,2021
8,148,242,2022
8,148,194,2023
8,149,477,2023
8,150,355,2018
8,150,298,2019
8,150,292,2020
8,150,275,2021
8,150,301,2022
8,150,253,2023
9,1,863,2023
9,2,190,2018
9,2,173,2019
9,2,185,2020
9,2,173,2021
9,2,168,2022
9,2,159,2023
9,3,306,2020
9,3,299,2021
9,3,276,2022
9,3,302,2023
9,4,167,2018
9,4,167,2019
9,4,131,2020
9,4,155,2021
9,4,160,2022
9,4,162,2023
9,5,156,2018
9,5,134,2019
9,5,131,2020
9,5,113,2021
9,5,115,2022
9,5,104,2023
9,6,446,2023
9,7,157,2018
9,7,138,2019
9,7,132,2020
9,7,146,2021
9,7,135,2022
9,7,117,2023
9,8,802,2022
9,8,858,2023
9,9,145,2018
9,9,161,2019
9,9,129,2020
9,9,135,2021
9,9,124,2022
9,9,110,2023
9,10,175,2018
9,10,155,2019
9,10,133,2020
9,10,126,2021
9,10,114,2022
9,10,128,2023
9,11,292,2021
9,11,320,2022
9,11,304,2023
9,12,351,2018
9,12,361,2019
9,12,295,2020
9,12,298,2021
9,12,279,2022
9,12,264,2023
9,13,327,2018
9,13,348,2019
9,13,308,2020
9,13,330,2021
9,13,284,2022
9,13,281,2023
9,14,479,2023
9,15,165,2018
9,15,137,2019
9,15,119,2020
9,15,126,2021
9,15,125,2022
9,15,135,2023
9,16,127,2018
9,16,104,2019
9,16,100,2020
9,16,91,2021
9,16,91,2022
9,16,88,2023
9,17,185,2018
9,17,185,2019
9,17,187,2020
9,17,147,2021
9,17,142,2022
9,17,154,2023
9,18,200,2018
9,18,209,2019
9,18,201,2020
9,18,164,2021
9,18,154,2022
9,18,140,2023
9,19,82,2018
9,19,76,2019
9,19,83,2020
9,19,77,2021
9,19,73,2022
9,19,74,2023
9,20,272,2018
9,20,253,2019
9,20,254,2020
9,20,231,2021
9,20,206,2022
9,20,225,2023
9,21,439,2019
9,21,438,2020
9,21,405,2021
9,21,347,2022
9,21,344,2023
9,22,430,2020
9,22,418,2021
9,22,376,2022
9,22,334,2023
9,23,141,2018
9,23,118,2019
9,23,115,2020
9,23,122,2021
9,23,98,2022
9,23,92,2023
9,24,697,2023
9,25,153,2018
9,25,169,2019
9,25,151,2020
9,25,128,2021
9,25,132,2022
9,25,116,2023
9,26,363,2018
9,26,393,2019
9,26,329,2020
9,26,338,2021
9,26,290,2022
9,26,284,2023
9,27,120,2018
9,27,104,2019
9,27,108,2020
9,27,102,2021
9,27,88,2022
9,27,91,2023
9,28,713,2023
9,29,224,2018
9,29,230,2019
9,29,230,2020
9,29,224,2021
9,29,200,2022
9,29,186,2023
9,30,264,2018
9,30,260,2019
9,30,258,2020
9,30,225,2021
9,30,225,2022
9,30,219,2023
9,31,525,2023
9,32,163,2019
9,32,154,2020
9,32,130,2021
9,32,119,2022
9,32,112,2023
9,33,370,2018
9,33,359,2019
9,33,356,2020
9,33,341,2021
9,33,290,2022
9,33,297,2023
9,34,179,2018
9,34,156,2019
9,34,132,2020
9,34,142,2021
9,34,112,2022
9,34,131,2023
9,35,393,2018
9,35,368,2019
9,35,355,2020
9,35,358,2021
9,35,356,2022
9,35,330,2023
9,36,461,2018
9,36,451,2019
9,36,466,2020
9,36,394,2021
9,36,419,2022
9,36,373,2023
9,37,215,2018
9,37,215,2019
9,37,227,2020
9,37,208,2021
9,37,175,2022
9,37,160,2023
9,38,884,2022
9,38,789,2023
9,39,580,2019
9,39,497,2020
9,39,545,2021
9,39,437,2022
9,39,413,2023
9,40,380,2019
9,40,309,2020
9,40,345,2021
9,40,310,2022
9,40,269,2023
9,41,554,2020
9,41,617,2021
9,41,551,2022
9,41,517,2023
9,42,199,2018
9,42,178,2019
9,42,148,2020
9,42,164,2021
9,42,125,2022
9,42,125,2023
9,43,356,2023
9,44,316,2020
9,44,277,2021
9,44,251,2022
9,44,247,2023
9,45,43,2018
9,45,35,2019
9,45,30,2020
9,45,29,2021
9,45,34,2022
9,45,34,2023
9,46,206,2018
9,46,196,2019
9,46,190,2020
9,46,185,2021
9,46,181,2022
9,46,179,2023
9,47,297,2018
9,47,267,2019
9,47,275,2020
9,47,260,2021
9,47,227,2022
9,47,205,2023
9,48,392,2018
9,48,315,2019
9,48,330,2020
9,48,305,2021
9,48,290,2022
9,48,276,2023
9,49,390,2018
9,49,331,2019
9,49,329,2020
9,49,354,2021
9,49,334,2022
9,49,311,2023
9,50,833,2019
9,50,683,2020
9,50,739,2021
9,50,708,2022
9,50,673,2023
9,51,204,2018
9,51,189,2019
9,51,185,2020
9,51,172,2021
9,51,173,2022
9,51,142,2023
9,52,164,2018
9,52,171,2019
9,52,157,2020
9,52,143,2021
9,52,127,2022
9,52,133,2023
9,53,529,2019
9,53,594,2020
9,53,531,2021
9,53,497,2022
9,53,494,2023
9,54,379,2018
9,54,376,2019
9,54,366,2020
9,54,305,2021
9,54,309,2022
9,54,301,2023
9,55,532,2018
9,55,455,2019
9,55,447,2020
9,55,481,2021
9,55,428,2022
9,55,357,2023
9,56,190,2018
9,56,182,2019
9,56,147,2020
9,56,156,2021
9,56,156,2022
9,56,159,2023
9,57,419,2019
9,57,365,2020
9,57,387,2021
9,57,312,2022
9,57,332,2023
9,58,208,2020
9,58,191,2021
9,58,211,2022
9,58,178,2023
9,59,701,2021
9,59,707,2022
9,59,615,2023
9,60,169,2018
9,60,146,2019
9,60,134,2020
9,60,131,2021
9,60,151,2022
9,60,142,2023
9,61,330,2018
9,61,302,2019
9,61,297,2020
9,61,250,2021
9,61,209,2022
9,61,216,2023
9,62,498,2018
9,62,468,2019
9,62,484,2020
9,62,423,2021
9,62,401,2022
9,62,353,2023
9,63,458,2018
9,63,492,2019
9,63,470,2020
9,63,384,2021
9,63,381,2022
9,63,403,2023
9,64,727,2019
9,64,718,2020
9,64,633,2021
9,64,647,2022
9,64,561,2023
9,65,149,2018
9,65,158,2019
9,65,145,2020
9,65,150,2021
9,65,137,2022
9,65,122,2023
9,66,640,2020
9,66,541,2021
9,66,598,2022
9,66,484,2023
9,67,704,2023
9,68,344,2019
9,68,317,2020
9,68,338,2021
9,68,305,2022
9,68,264,2023
9,69,276,2018
9,69,260,2019
9,69,214,2020
9,69,194,2021
9,69,210,2022
9,69,205,2023
9,70,452,2023
9,71,483,2018
9,71,495,2019
9,71,449,2020
9,71,412,2021
9,71,395,2022
9,71,387,2023
9,72,57,2018
9,72,51,2019
9,72,53,2020
9,72,49,2021
9,72,55,2022
9,72,57,2023
9,73,454,2018
9,73,434,2019
9,73,469,2020
9,73,437,2021
9,73,377,2022
9,73,404,2023
9,74,331,2019
9,74,330,2020
9,74,311,2021
9,74,264,2022
9,74,244,2023
9,75,188,2018
9,75,163,2019
9,75,139,2020
9,75,139,2021
9,75,146,2022
9,75,159,2023
9,76,188,2018
9,76,171,2019
9,76,158,2020
9,76,156,2021
9,76,126,2022
9,76,125,2023
9,77,124,2018
9,77,118,2019
9,77,114,2020
9,77,98,2021
9,77,82,2022
9,77,88,2023
9,78,345,2020
9,78,334,2021
9,78,316,2022
9,78,303,2023
9,79,558,2023
9,80,146,2018
9,80,162,2019
9,80,144,2020
9,80,121,2021
9,80,121,2022
9,80,122,2023
9,81,173,2018
9,81,185,2019
9,81,176,2020
9,81,162,2021
9,81,166,2022
9,81,154,2023
9,82,281,2018
9,82,277,2019
9,82,250,2020
9,82,218,2021
9,82,235,2022
9,82,218,2023
9,83,188,2018
9,83,177,2019
9,83,156,2020
9,83,142,2021
9,83,132,2022
9,83,122,2023
9,84,362,2018
9,84,398,2019
9,84,367,2020
9,84,314,2021
9,84,308,2022
9,84,291,2023
9,85,170,2018
9,85,152,2019
9,85,137,2020
9,85,150,2021
9,85,136,2022
9,85,129,2023
9,86,343,2020
9,86,322,2021
9,86,342,2022
9,86,306,2023
9,87,418,2018
9,87,418,2019
9,87,411,2020
9,87,399,2021
9,87,378,2022
9,87,354,2023
9,88,150,2018
9,88,161,2019
9,88,134,2020
9,88,150,2021
9,88,143,2022
9,88,124,2023
9,89,574,2018
9,89,464,2019
9,89,510,2020
9,89,453,2021
9,89,442,2022
9,89,390,2023
9,90,277,2018
9,90,267,2019
9,90,246,2020
9,90,229,2021
9,90,210,2022
9,90,187,2023
9,91,199,2018
9,91,160,2019
9,91,158,2020
9,91,162,2021
9,91,151,2022
9,91,143,2023
9,92,366,2018
9,92,347,2019
9,92,332,2020
9,92,282,2021
9,92,302,2022
9,92,258,2023
9,93,622,2021
9,93,573,2022
9,93,547,2023
9,94,101,2018
9,94,81,2019
9,94,84,2020
9,94,75,2021
9,94,65,2022
9,94,64,2023
9,95,282,2018
9,95,279,2019
9,95,245,2020
9,95,229,2021
9,95,215,2022
9,95,211,2023
9,96,233,2023
9,97,139,2018
9,97,134,2019
9,97,130,2020
9,97,115,2021
9,97,112,2022
9,97,106,2023
9,98,198,2018
9,98,166,2019
9,98,172,2020
9,98,152,2021
9,98,162,2022
9,98,145,2023
9,99,204,2018
9,99,204,2019
9,99,187,2020
9,99,160,2021
9,99,151,2022
9,99,163,2023
9,100,521,2023
9,101,217,2019
9,101,198,2020
9,101,208,2021
9,101,193,2022
9,101,167,2023
9,102,528,2018
9,102,530,2019
9,102,542,2020
9,102,466,2021
9,102,455,2022
9,102,417,2023
9,103,273,2018
9,103,257,2019
9,103,243,2020
9,103,230,2021
9,103,186,2022
9,103,209,2023
9,104,105,2018
9,104,95,2019
9,104,82,2020
9,104,77,2021
9,104,86,2022
9,104,73,2023
9,105,302,2020
9,105,274,2021
9,105,277,2022
9,105,282,2023
9,106,240,2020
9,106,235,2021
9,106,221,2022
9,106,228,2023
9,107,84,2018
9,107,80,2019
9,107,82,2020
9,107,72,2021
9,107,73,2022
9,107,85,2023
9,108,221,2018
9,108,205,2019
9,108,219,2020
9,108,180,2021
9,108,178,2022
9,108,174,2023
9,109,410,2018
9,109,384,2019
9,109,327,2020
9,109,341,2021
9,109,341,2022
9,109,314,2023
9,110,198,2018
9,110,188,2019
9,110,191,2020
9,110,160,2021
9,110,158,2022
9,110,135,2023
9,111,402,2019
9,111,454,2020
9,111,444,2021
9,111,355,2022
9,111,393,2023
9,112,76,2018
9,112,63,2019
9,112,63,2020
9,112,58,2021
9,112,62,2022
9,112,65,2023
9,113,353,2019
9,113,329,2020
9,113,328,2021
9,113,298,2022
9,113,293,2023
9,114,236,2018
9,114,234,2019
9,114,216,2020
9,114,200,2021
9,114,179,2022
9,114,164,2023
9,115,136,2018
9,115,143,2019
9,115,131,2020
9,115,131,2021
9,115,133,2022
9,115,123,2023
9,116,534,2023
9,117,458,2020
9,117,443,2021
9,117,365,2022
9,117,353,2023
9,118,308,2021
9,118,263,2022
9,118,269,2023
9,119,271,2022
9,119,242,2023
9,120,595,2020
9,120,572,2021
9,120,477,2022
9,120,443,2023
9,121,904,2021
9,121,822,2022
9,121,750,2023
9,122,721,2018
9,122,690,2019
9,122,597,2020
9,122,547,2021
9,122,595,2022
9,122,493,2023
9,123,966,2022
9,123,820,2023
9,124,431,2018
9,124,400,2019
9,124,413,2020
9,124,361,2021
9,124,366,2022
9,124,298,2023
9,125,322,2018
9,125,312,2019
9,125,265,2020
9,125,259,2021
9,125,215,2022
9,125,219,2023
9,126,196,2018
9,126,209,2019
9,126,193,2020
9,126,165,2021
9,126,185,2022
9,126,179,2023
9,127,364,2020
9,127,404,2021
9,127,364,2022
9,127,322,2023
9,128,84,2018
9,128,68,2019
9,128,68,2020
9,128,61,2021
9,128,65,2022
9,128,61,2023
9,129,187,2018
9,129,174,2019
9,129,149,2020
9,129,139,2021
9,129,143,2022
9,129,112,2023
9,130,123,2018
9,130,124,2019
9,130,122,2020
9,130,106,2021
9,130,97,2022
9,130,105,2023
9,131,160,2018
9,131,153,2019
9,131,144,2020
9,131,135,2021
9,131,129,2022
9,131,110,2023
9,132,825,2019
9,132,711,2020
9,132,730,2021
9,132,742,2022
9,132,668,2023
9,133,661,2021
9,133,728,2022
9,133,715,2023
9,134,249,2022
9,134,235,2023
9,135,364,2018
9,135,384,2019
9,135,359,2020
9,135,314,2021
9,135,352,2022
9,135,301,2023
9,136,602,2021
9,136,530,2022
9,136,478,2023
9,137,124,2018
9,137,119,2019
9,137,102,2020
9,137,113,2021
9,137,92,2022
9,137,89,2023
9,138,219,2018
9,138,202,2019
9,138,184,2020
9,138,176,2021
9,138,155,2022
9,138,143,2023
9,139,609,2023
9,140,641,2018
9,140,621,2019
9,140,542,2020
9,140,540,2021
9,140,534,2022
9,140,510,2023
9,141,454,2018
9,141,433,2019
9,141,414,2020
9,141,428,2021
9,141,368,2022
9,141,346,2023
9,142,193,2018
9,142,195,2019
9,142,173,2020
9,142,160,2021
9,142,172,2022
9,142,163,2023
9,143,363,2018
9,143,324,2019
9,143,347,2020
9,143,293,2021
9,143,292,2022
9,143,276,2023
9,144,432,2018
9,144,357,2019
9,144,359,2020
9,144,349,2021
9,144,319,2022
9,144,281,2023
9,145,173,2018
9,145,174,2019
9,145,169,2020
9,145,149,2021
9,145,137,2022
9,145,133,2023
9,146,441,2018
9,146,372,2019
9,146,365,2020
9,146,385,2021
9,146,325,2022
9,146,331,2023
9,147,388,2018
9,147,330,2019
9,147,339,2020
9,147,319,2021
9,147,287,2022
9,147,314,2023
9,148,225,2018
9,148,251,2019
9,148,235,2020
9,148,225,2021
9,148,186,2022
9,148,161,2023
9,149,445,2023
9,150,224,2018
9,150,195,2019
9,150,211,2020
9,150,167,2021
9,150,165,2022
9,150,172,2023
10,1,471,2023
10,2,118,2018
10,2,112,2019
10,2,114,2020
10,2,93,2021
10,2,97,2022
10,2,107,2023
10,3,415,2020
10,3,394,2021
10,3,398,2022
10,3,359,2023
10,4,135,2018
10,4,116,2019
10,4,105,2020
10,4,101,2021
10,4,99,2022
10,4,115,2023
10,5,136,2018
10,5,122,2019
10,5,119,2020
10,5,102,2021
10,5,108,2022
10,5,99,2023
10,6,348,2023
10,7,241,2018
10,7,240,2019
10,7,235,2020
10,7,205,2021
10,7,211,2022
10,7,167,2023
10,8,403,2022
10,8,403,2023
10,9,118,2018
10,9,124,2019
10,9,120,2020
10,9,97,2021
10,9,104,2022
10,9,89,2023
10,10,73,2018
10,10,66,2019
10,10,73,2020
10,10,69,2021
10,10,56,2022
10,10,57,2023
10,11,309,2021
10,11,355,2022
10,11,330,2023
10,12,172,2018
10,12,161,2019
10,12,150,2020
10,12,125,2021
10,12,134,2022
10,12,117,2023
10,13,96,2018
10,13,97,2019
10,13,81,2020
10,13,81,2021
10,13,74,2022
10,13,68,2023
10,14,166,2023
10,15,126,2018
10,15,118,2019
10,15,112,2020
10,15,103,2021
10,15,112,2022
10,15,111,2023
10,16,107,2018
10,16,112,2019
10,16,99,2020
10,16,90,2021
10,16,91,2022
10,16,81,2023
10,17,166,2018
10,17,168,2019
10,17,156,2020
10,17,151,2021
10,17,150,2022
10,17,133,2023
10,18,89,2018
10,18,83,2019
10,18,71,2020
10,18,73,2021
10,18,66,2022
10,18,58,2023
10,19,71,2018
10,19,68,2019
10,19,59,2020
10,19,69,2021
10,19,63,2022
10,19,63,2023
10,20,152,2018
10,20,130,2019
10,20,137,2020
10,20,118,2021
10,20,102,2022
10,20,106,2023
10,21,408,2019
10,21,434,2020
10,21,426,2021
10,21,374,2022
10,21,358,2023
10,22,566,2020
10,22,581,2021
10,22,521,2022
10,22,488,2023
10,23,86,2018
10,23,78,2019
10,23,83,2020
10,23,71,2021
10,23,63,2022
10,23,56,2023
10,24,344,2023
10,25,147,2018
10,25,141,2019
10,25,113,2020
10,25,103,2021
10,25,106,2022
10,25,99,2023
10,26,234,2018
10,26,222,2019
10,26,197,2020
10,26,197,2021
10,26,154,2022
10,26,173,2023
10,27,185,2018
10,27,191,2019
10,27,193,2020
10,27,164,2021
10,27,150,2022
10,27,147,2023
10,28,643,2023
10,29,279,2018
10,29,268,2019
10,29,230,2020
10,29,236,2021
10,29,218,2022
10,29,219,2023
10,30,412,2018
10,30,434,2019
10,30,429,2020
10,30,365,2021
10,30,393,2022
10,30,337,2023
10,31,376,2023
10,32,445,2019
10,32,422,2020
10,32,422,2021
10,32,421,2022
10,32,352,2023
10,33,230,2018
10,33,202,2019
10,33,188,2020
10,33,186,2021
10,33,163,2022
10,33,169,2023
10,34,106,2018
10,34,82,2019
10,34,80,2020
10,34,79,2021
10,34,75,2022
10,34,68,2023
10,35,189,2018
10,35,178,2019
10,35,153,2020
10,35,168,2021
10,35,137,2022
10,35,144,2023
10,36,183,2018
10,36,177,2019
10,36,153,2020
10,36,152,2021
10,36,136,2022
10,36,127,2023
10,37,254,2018
10,37,230,2019
10,37,209,2020
10,37,214,2021
10,37,193,2022
10,37,186,2023
10,38,625,2022
10,38,646,2023
10,39,207,2019
10,39,212,2020
10,39,192,2021
10,39,177,2022
10,39,152,2023
10,40,257,2019
10,40,256,2020
10,40,211,2021
10,40,197,2022
10,40,192,2023
10,41,327,2020
10,41,294,2021
10,41,295,2022
10,41,252,2023
10,42,153,2018
10,42,154,2019
10,42,128,2020
10,42,120,2021
10,42,106,2022
10,42,119,2023
10,43,481,2023
10,44,177,2020
10,44,173,2021
10,44,180,2022
10,44,165,2023
10,45,173,2018
10,45,173,2019
10,45,148,2020
10,45,152,2021
10,45,153,2022
10,45,132,2023
10,46,431,2018
10,46,427,2019
10,46,441,2020
10,46,425,2021
10,46,368,2022
10,46,335,2023
10,47,372,2018
10,47,349,2019
10,47,356,2020
10,47,333,2021
10,47,296,2022
10,47,292,2023
10,48,188,2018
10,48,167,2019
10,48,146,2020
10,48,149,2021
10,48,133,2022
10,48,113,2023
10,49,165,2018
10,49,153,2019
10,49,137,2020
10,49,143,2021
10,49,131,2022
10,49,135,2023
10,50,381,2019
10,50,354,2020
10,50,351,2021
10,50,348,2022
10,50,338,2023
10,51,169,2018
10,51,169,2019
10,51,145,2020
10,51,144,2021
10,51,123,2022
10,51,130,2023
10,52,75,2018
10,52,65,2019
10,52,57,2020
10,52,53,2021
10,52,51,2022
10,52,57,2023
10,53,531,2019
10,53,461,2020
10,53,504,2021
10,53,491,2022
10,53,437,2023
10,54,256,2018
10,54,231,2019
10,54,234,2020
10,54,207,2021
10,54,190,2022
10,54,195,2023
10,55,137,2018
10,55,152,2019
10,55,130,2020
10,55,134,2021
10,55,132,2022
10,55,105,2023
10,56,38,2018
10,56,39,2019
10,56,33,2020
10,56,38,2021
10,56,37,2022
10,56,35,2023
10,57,248,2019
10,57,234,2020
10,57,197,2021
10,57,218,2022
10,57,192,2023
10,58,274,2020
10,58,227,2021
10,58,257,2022
10,58,214,2023
10,59,168,2021
10,59,139,2022
10,59,134,2023
10,60,187,2018
10,60,149,2019
10,60,147,2020
10,60,145,2021
10,60,145,2022
10,60,140,2023
10,61,133,2018
10,61,136,2019
10,61,124,2020
10,61,101,2021
10,61,98,2022
10,61,91,2023
10,62,240,2018
10,62,260,2019
10,62,254,2020
10,62,212,2021
10,62,217,2022
10,62,210,2023
10,63,154,2018
10,63,137,2019
10,63,133,2020
10,63,120,2021
10,63,128,2022
10,63,123,2023
10,64,292,2019
10,64,255,2020
10,64,227,2021
10,64,259,2022
10,64,239,2023
10,65,178,2018
10,65,168,2019
10,65,161,2020
10,65,136,2021
10,65,136,2022
10,65,127,2023
10,66,427,2020
10,66,413,2021
10,66,332,2022
10,66,319,2023
10,67,287,2023
10,68,125,2019
10,68,114,2020
10,68,115,2021
10,68,105,2022
10,68,112,2023
10,69,159,2018
10,69,133,2019
10,69,124,2020
10,69,116,2021
10,69,123,2022
10,69,118,2023
10,70,216,2023
10,71,237,2018
10,71,210,2019
10,71,222,2020
10,71,203,2021
10,71,200,2022
10,71,190,2023
10,72,115,2018
10,72,111,2019
10,72,93,2020
10,72,108,2021
10,72,94,2022
10,72,105,2023
10,73,335,2018
10,73,313,2019
10,73,306,2020
10,73,273,2021
10,73,270,2022
10,73,278,2023
10,74,217,2019
10,74,230,2020
10,74,210,2021
10,74,190,2022
10,74,191,2023
10,75,160,2018
10,75,145,2019
10,75,115,2020
10,75,118,2021
10,75,123,2022
10,75,122,2023
10,76,64,2018
10,76,58,2019
10,76,63,2020
10,76,58,2021
10,76,55,2022
10,76,45,2023
10,77,180,2018
10,77,174,2019
10,77,167,2020
10,77,155,2021
10,77,127,2022
10,77,126,2023
10,78,382,2020
10,78,372,2021
10,78,384,2022
10,78,355,2023
10,79,506,2023
10,80,167,2018
10,80,162,2019
10,80,147,2020
10,80,136,2021
10,80,136,2022
10,80,127,2023
10,81,428,2018
10,81,359,2019
10,81,336,2020
10,81,312,2021
10,81,346,2022
10,81,304,2023
10,82,324,2018
10,82,282,2019
10,82,290,2020
10,82,251,2021
10,82,268,2022
10,82,254,2023
10,83,136,2018
10,83,126,2019
10,83,124,2020
10,83,116,2021
10,83,112,2022
10,83,103,2023
10,84,395,2018
10,84,404,2019
10,84,416,2020
10,84,379,2021
10,84,390,2022
10,84,360,2023
10,85,113,2018
10,85,108,2019
10,85,93,2020
10,85,91,2021
10,85,79,2022
10,85,76,2023
10,86,498,2020
10,86,417,2021
10,86,442,2022
10,86,425,2023
10,87,243,2018
10,87,274,2019
10,87,262,2020
10,87,238,2021
10,87,225,2022
10,87,196,2023
10,88,309,2018
10,88,331,2019
10,88,337,2020
10,88,287,2021
10,88,278,2022
10,88,267,2023
10,89,147,2018
10,89,158,2019
10,89,147,2020
10,89,143,2021
10,89,134,2022
10,89,129,2023
10,90,141,2018
10,90,115,2019
10,90,121,2020
10,90,105,2021
10,90,103,2022
10,90,95,2023
10,91,121,2018
10,91,115,2019
10,91,113,2020
10,91,105,2021
10,91,103,2022
10,91,95,2023
10,92,361,2018
10,92,329,2019
10,92,333,2020
10,92,306,2021
10,92,280,2022
10,92,279,2023
10,93,196,2021
10,93,168,2022
10,93,173,2023
10,94,50,2018
10,94,51,2019
10,94,51,2020
10,94,47,2021
10,94,42,2022
10,94,43,2023
10,95,245,2018
10,95,225,2019
10,95,208,2020
10,95,186,2021
10,95,198,2022
10,95,177,2023
10,96,542,2023
10,97,202,2018
10,97,210,2019
10,97,209,2020
10,97,209,2021
10,97,191,2022
10,97,179,2023
10,98,190,2018
10,98,194,2019
10,98,166,2020
10,98,165,2021
10,98,167,2022
10,98,150,2023
10,99,239,2018
10,99,257,2019
10,99,258,2020
10,99,250,2021
10,99,204,2022
10,99,194,2023
10,100,251,2023
10,101,429,2019
10,101,439,2020
10,101,440,2021
10,101,411,2022
10,101,400,2023
10,102,368,2018
10,102,338,2019
10,102,300,2020
10,102,312,2021
10,102,272,2022
10,102,245,2023
10,103,36,2018
10,103,32,2019
10,103,33,2020
10,103,28,2021
10,103,26,2022
10,103,26,2023
10,104,43,2018
10,104,41,2019
10,104,34,2020
10,104,34,2021
10,104,34,2022
10,104,33,2023
10,105,160,2020
10,105,176,2021
10,105,166,2022
10,105,135,2023
10,106,300,2020
10,106,281,2021
10,106,274,2022
10,106,263,2023
10,107,145,2018
10,107,115,2019
10,107,115,2020
10,107,111,2021
10,107,107,2022
10,107,124,2023
10,108,256,2018
10,108,236,2019
10,108,246,2020
10,108,195,2021
10,108,183,2022
10,108,195,2023
10,109,348,2018
10,109,283,2019
10,109,277,2020
10,109,305,2021
10,109,259,2022
10,109,262,2023
10,110,151,2018
10,110,151,2019
10,110,126,2020
10,110,131,2021
10,110,116,2022
10,110,113,2023
10,111,356,2019
10,111,304,2020
10,111,332,2021
10,111,302,2022
10,111,292,2023
10,112,107,2018
10,112,83,2019
10,112,90,2020
10,112,78,2021
10,112,89,2022
10,112,93,2023
